EventTemplate,Occurrences
accepting AMQP connection <*> (10.0.11.208:37594 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:37594 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:37594 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:37632 -> 10.0.11.23:5672) ,20
<*> <*> (10.0.11.208:37632 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,20
closing AMQP connection <*> (10.0.11.208:37632 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,20
accepting AMQP connection <*> (10.0.11.208:37654 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:37654 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:37654 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:37668 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:37668 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:37668 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:37684 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:37684 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:49912 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:50028 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:50028 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:50028 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:50038 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:50038 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:50038 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:50072 -> 10.0.11.23:5672) ,22
<*> <*> (10.0.11.197:50072 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,22
closing AMQP connection <*> (10.0.11.208:37684 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:37790 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.208:37790 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.197:50072 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,22
accepting AMQP connection <*> (10.0.11.197:50084 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:50084 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:50084 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:50094 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:50094 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:37790 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.208:37888 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:37888 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:50094 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:50168 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:50168 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:37888 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:37962 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:37962 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:37962 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
closing AMQP connection <*> (10.0.11.197:50168 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:50202 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:50202 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:50202 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:39898 -> 10.0.11.23:5672) ,14
accepting AMQP connection <*> (10.0.11.197:51460 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:39898 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
<*> <*> (10.0.11.197:51460 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:39898 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:39904 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:39904 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:39904 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:39914 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:39914 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:39914 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:39934 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:39934 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:51460 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:51492 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:51492 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:39934 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:39944 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:39944 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:51492 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:51498 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.197:51498 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:39944 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:39954 -> 10.0.11.23:5672) ,20
<*> <*> (10.0.11.208:39954 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,20
closing AMQP connection <*> (10.0.11.197:51498 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.197:51506 -> 10.0.11.23:5672) ,23
closing AMQP connection <*> (10.0.11.208:39954 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,20
accepting AMQP connection <*> (10.0.11.208:39958 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:39958 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
<*> <*> (10.0.11.197:51506 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,23
closing AMQP connection <*> (10.0.11.197:51506 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,23
closing AMQP connection <*> (10.0.11.208:39958 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:39964 -> 10.0.11.23:5672) ,13
accepting AMQP connection <*> (10.0.11.197:51510 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:51510 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
<*> <*> (10.0.11.208:39964 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:39964 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
closing AMQP connection <*> (10.0.11.197:51510 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:39968 -> 10.0.11.23:5672) ,19
accepting AMQP connection <*> (10.0.11.197:51514 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:51514 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
<*> <*> (10.0.11.208:39968 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.197:51514 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:51518 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:51518 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:39968 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.208:39976 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:39976 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:51518 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:51524 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:51524 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:39976 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:39984 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:39984 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:51524 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:51530 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.197:51530 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:39984 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:39992 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.208:39992 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.197:51530 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.197:51540 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:51540 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:39992 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.208:40002 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:40002 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:40002 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:40122 -> 10.0.11.23:5672) ,20
<*> <*> (10.0.11.208:40122 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,20
closing AMQP connection <*> (10.0.11.197:51540 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:52190 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:52190 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:52190 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:52474 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.197:52474 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.208:40122 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,20
accepting AMQP connection <*> (10.0.11.208:41180 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.208:41180 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.197:52474 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.197:52824 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:52824 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:41180 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.208:41508 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:41508 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:52824 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:52946 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:52946 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:52946 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:52958 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:52958 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:52958 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:52982 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.197:52982 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.208:41508 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:41598 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:41598 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:52982 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.197:53012 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.197:53012 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.197:53012 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.197:53040 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:53040 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:41598 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:41720 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:41720 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:53040 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:53100 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:53100 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:53100 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:53140 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:53140 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:53140 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:53150 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:53150 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:53150 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:53162 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:53162 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:53162 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:53174 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:53174 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:41720 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:41864 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.208:41864 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:41864 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.208:41882 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:41882 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:41882 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:41938 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:41938 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:53174 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:53234 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:53234 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:41938 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:41952 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:41952 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:41952 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:41970 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:41970 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:53234 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:53298 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:53298 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:41970 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:42072 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:42072 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:53298 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:53346 -> 10.0.11.23:5672) ,22
<*> <*> (10.0.11.197:53346 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,22
closing AMQP connection <*> (10.0.11.197:53346 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,22
closing AMQP connection <*> (10.0.11.208:42072 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:42134 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.208:42134 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.208:42134 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
accepting AMQP connection <*> (10.0.11.208:44036 -> 10.0.11.23:5672) ,21
accepting AMQP connection <*> (10.0.11.197:54588 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:44036 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
<*> <*> (10.0.11.197:54588 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:54588 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:54592 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:54592 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:54592 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:54604 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:54604 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:54604 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:54614 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:54614 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:54614 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:54624 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:54624 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:44036 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
accepting AMQP connection <*> (10.0.11.208:44066 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:44066 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:54624 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
